filename,sentence,sentence_order,argument_type,rationale
DJ_2381_fluoridation_pro.trs.txt,"Or so this is a problem because what this ultimately contributes to is a problem where it would have cost less money to deal with the problem preemptively, and it also would have helped more people if the problem was dealt with preemptively.",23,G,Connects individual actions to systemic strain.
DJ_2381_fluoridation_pro.trs.txt,"So, you're not actually saving all that much anyway.",24,W/Q,Dismisses the fiscal counterargument.
DJ_2381_fluoridation_pro.trs.txt,You're just what this would be is a long-term investment economically.,25,W/Q,Frames fluoridation as financially strategic.
DJ_2381_fluoridation_pro.trs.txt,So that I think is quite good.,26,C,Minor reaffirmation of benefit.
DJ_2381_fluoridation_pro.trs.txt,"So, since this is important for tooth health for people broadly, it's also specifically important for tooth health for poor people because it comes with no adverse health harms and because it's quite cheap and, even if it wasn't all that cheap, which it is, the long-term health consequences outweigh this anyway.",27,G,Refocuses on equity concern.
DJ_2381_fluoridation_pro.trs.txt,"So for all those reasons, water fluoridation brings more good than harm.",28,W/Q,Restates the main conclusion based on arguments made.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"We should not increase the fuel task because tax because doing so would be economically disastrous and especially harmful to poor people in society and also, because doing so will create essentially a revenue trap in which people will governments, rather, will continue to be reliant on oil as a source of income, essentially.",1,C,States the main position of the speaker.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"So, first, why is increasing a fuel tax going to be incredibly harmful for the economy?",2,OTH,Rhetorical transition into argument.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"So, first and foremost, it obviously is going to make the cost of travel much higher and this will have incredibly wide-ranging impacts because this will literally make everything more expensive.",3,G,First negative impact claim of fuel tax.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"Everything is going to be harder to transport to various places, it's going to be harder to produce and get to consumers, so this means that it's going to be more expensive to buy everything.",4,W/Q,Explains how fuel costs translate into overall cost increase.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"This means that consumption is going to go down, necessarily in rather widespread ways.",5,W/Q,Logical consequence of increased prices.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"So, this means that you're also you're going to necessarily not have as much, like, profits for businesses and you're not going to have as much ability of, like, people actually consuming, so this is one of the biggest recipes for a recession.",6,W/Q,Predicts economic harm due to reduced consumption.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"But in addition to consumption being lessened, this is also going to make it a whole lot more difficult for people to actually people are going to have to spend more money on transportation which means that they're also going to have less alternative sources of revenue to spend.",7,W/Q,Adds specific cost-of-living concern.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"So, in addition to things just costing more, they're also going to have less money to spend on those things,",8,W/Q,Connects rising costs to decreased disposable income.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"because they have to spend more money on the increased costs of fuel, and the reason for this is",9,G,Concrete reason behind income strain.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"because, in absence of oftentimes good public transportation options in america, things that even with an increased fuel task tax, are probably not going to be very likely to exist, you're essentially just forcing people to pay more money without actually getting anything else in return",10,G,Justifies why people are forced to absorb fuel cost.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"So you're just going to force more people- some people who are oftentimes poor and not, and oftentimes having a car and paying for it, its gas, are expensive enough as it is.",11,W/Q,Summarizes unfair burden of fuel tax.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"they're gonna be forcing these people to spend even more money on their transportation, which means that they're going to have less money to spend on other things, whether those things be things to increase their social mobility, like education, or more just luxury goods and other items that could be helpful for the economy when they're spent.",12,W/Q,Explains why its unavoidable and thus unjust.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"So, this is quite bad.",13,W/Q,Concludes earlier points with a value judgment.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"But the final way in which this is going to be harmful for poor people uniquely- is that this is a directly regressive tax, in that if you're- if you have less money having to pay for your fuel needs, you're now going to have to pay a greater percentage of your- of the actual total money you produce on fuel.",14,OTH,Transitional framing for next argument.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"this is going to have a much greater impact on you than someone who is much wealthier, because that person is much more able to afford the comparative increase in money that is going to be spent on feuls.",15,G,Asserts inequity of policys impact.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"So, that's going to be very good, so, that's not gonna be very good as well.",16,W/Q,Ironically frames something good to emphasize it is not desired.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"But, in addition to how this is going to be bad for the economy because it's going to be bad for consumption, it's going to make everything more expensive and it's also going to hurt poor people, I also think that this is going to be bad in the long run for fiscal responsibility for governments.",17,G,Adds institutional consequence to the argument.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,And why is this true?,18,OTH,Rhetorical question to introduce justification.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"Because I think that now, when you create a a higher gas tax, this means that governments are now going to get a more of their operating costs are going more of their, like, operating costs are going to be funded from gas.",19,C,Basis for argument about regressive nature of fuel tax.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"So, this means that while there's going to be like the like overt facade that the reason why the fuel tax is being raised is because they want to decrease reliance on fuel, in a lot of ways this is actually not true and the reason this isn't true is because the government necessarily makes money off the fact that people are going to keep using fuel.",20,G,Points to social/political cost of tax.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"What this essentially creates is- especially since there's not a whole lot of political or feasible momentum behind that many widespread alternatives to gasoline at this time- what this essentially creates a a climate of tacit acceptance of fuel consumption, because fuel consumption means that the government has more money to spend money on things, and obviously that's something that is good.",21,G,Describes the political consequence.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"the government should have money to do things,",22,C,Normative assertion about governance.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"but the argument we're making is that we don't want it to come from a source like fuel,",23,W/Q,"Counters the means (fuel tax), not the ends."
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"because when the government is making money in that way, they're going to be less likely to do things like instill regulations on the industry or encourage alternative sources of development,",24,G,Explains ethical objection.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"because all of those alternates are going to ultimately create a, a compounding economic cost of transition, a compounding economic cost that's going to come as a result of having less money",25,G,Further justification of harm to poor people.
DJ_2401_fuel-tax_con_YBA_implicit.trs.txt,"So, for those reasons, you shouldn't increase the fuel task tax.",26,W/Q,Reiterates and concludes argument against fuel tax.
DJ_2442_insanity-plea_pro.trs.txt,We should abandon the insanity plea.,1,C,Main thesis of the speaker's stance.
DJ_2442_insanity-plea_pro.trs.txt,"First, because it's ultimately rather unnecessary in contemporary legal systems and secondarily, because the insanity plea is inherently speculative.",2,G,Presents the first reasoning behind the position.
DJ_2442_insanity-plea_pro.trs.txt,So first why is the insanity plea quite unnecessary?,3,OTH,Rhetorical transition.
DJ_2442_insanity-plea_pro.trs.txt,In the status quo if somebody has a mental illness in order to actually convict them of a crime there's generally two criteria that have to be meet.,4,W/Q,Describes existing legal condition that makes the plea redundant.
DJ_2442_insanity-plea_pro.trs.txt,"First, that person with a mental illness has to be seen as competent for trial and then second, that person with a mental illness you have to like prove that they weren't insane the time the crime.",5,W/Q,Details the existing procedural step.
DJ_2442_insanity-plea_pro.trs.txt,So I want to talk about the first element of that because I think that the purpose of the insanity plea is by and large to ensure that people with mental disabilities are not held like to the same degree of of culpability for the crimes that they commit because they have minimal control over their actions as a result of their illness.,6,C,Organizational signal.
DJ_2442_insanity-plea_pro.trs.txt,But it's important to note that this is oftentimes interwoven with competency in general.,7,G,Adds procedural detail to support redundancy claim.
DJ_2442_insanity-plea_pro.trs.txt,So if you're unfit to stand trial then you're ultimately going to see a rather similar result to a successful insanity plea.,8,W/Q,Connects the legal condition to the outcome.
DJ_2442_insanity-plea_pro.trs.txt,"If someone is unfit for trial, they're probably going to be in some kind of institution forced commitment to an institution designed for mental health and the way in which the fitness for trial criteria is met is basically is this person mentally secure enough that they can understand the charges that are being given against them.",9,W/Q,Explains outcome in absence of trial.
DJ_2442_insanity-plea_pro.trs.txt,"Are they able to adequately participate in their own defense, things like- and if they're not able to do so, if they don't have the mental capacity to do so, then they're already not fit for trial and you're already going to have other alternate measures take place.",10,W/Q,Rhetorical question.
DJ_2442_insanity-plea_pro.trs.txt,"that is both going to ensure that they can get the treatment that they need and insure that they're not going to be a danger to society,",11,W/Q,Justifies the legal procedure as protective.
DJ_2442_insanity-plea_pro.trs.txt,"but at the same time, it also means that the trial part of itself is unnecessary, and that's important",12,W/Q,Adds an efficiency argument.
DJ_2442_insanity-plea_pro.trs.txt,"because in a lot of ways it's a similar correction,",13,G,Supports why other legal measures suffice.
DJ_2442_insanity-plea_pro.trs.txt,"but it saves the like,",14,OTH,Fragment.
DJ_2442_insanity-plea_pro.trs.txt,but it saves the necessity of putting someone with a mental illness through the entire trial process,15,W/Q,Suggests practical benefit of abandoning the plea.
DJ_2442_insanity-plea_pro.trs.txt,"and it also saves the state a lot of money too, because prosecutions can be quite, quite expensive, especially on cases with mental health where you have to call in a whole lot of professional health experts.",16,G,Financial justification.
DJ_2442_insanity-plea_pro.trs.txt,So you do save a lot of money on these things and I think that's something that's very important.,17,C,Reinforces economic advantage.
DJ_2442_insanity-plea_pro.trs.txt,"A thing to keep in mind is that if somebody is competent to stand trial, then you become.",18,W/Q,Brings up a misuse concern.
DJ_2442_insanity-plea_pro.trs.txt,"then you have a problem, because if somebody is competent to stand trial, then maybe their mental illness is something that is minor enough or treatable enough that you should put the expectation on them to obey the law.",19,G,Introduces potential negative outcome.
DJ_2442_insanity-plea_pro.trs.txt,"because, while obviously some people have, like, different degrees of mental stability, it's important to note that there's always a duty to obey the law and a duty to ensure compliance with the law, and that just because it may be more difficult for some people than other people because of mental illness does not mean that you necessarily get a pass for the law.",20,G,Acknowledges exceptions to the general claim.
DJ_2442_insanity-plea_pro.trs.txt,So I think that only in the more extreme circumstances should you actually do this.,21,C,Suggests narrowing the use of the plea.
DJ_2442_insanity-plea_pro.trs.txt,"but the next thing that I want to talk about is about the inherently speculative nature of this,",22,OTH,Transitional phrase.
DJ_2442_insanity-plea_pro.trs.txt,"because when we're talking about the insanity plea, by and large most, most jurisdictions- at least in america,",23,G,Implies that origin influences validity.
DJ_2442_insanity-plea_pro.trs.txt,"because this rule originated in, like europe,",24,G,Provides historical background.
DJ_2442_insanity-plea_pro.trs.txt,so most commonwealth areas are going to use this rule- is whether you are able to recognize the distinction between what was right and wrong,25,W/Q,Explains continued usage.
DJ_2442_insanity-plea_pro.trs.txt,more leads like the m'naghten rule.,26,G,Refers to specific legal principle.
DJ_2442_insanity-plea_pro.trs.txt,Can you tell the difference between right and wrong?,27,OTH,Rhetorical question defining legal test.
DJ_2442_insanity-plea_pro.trs.txt,If you can't tell the difference between right and wrong then you're seen as mentally unfit and therefore you have a successful insanity plea.,28,W/Q,Explains how plea is triggered.
DJ_2442_insanity-plea_pro.trs.txt,"But the problem with this is that if you have a chronic mental illness, then you're probably already fit.",29,W/Q,Distinguishes between legal and medical concepts.
DJ_2442_insanity-plea_pro.trs.txt,"but if you're trying to make an argument about something like, say, maybe temporary insanity or lower level insanity, these are things are oftentimes very difficult to prove because it's rather difficult to obtain evidence of a singular point of what's going on in someone's head in a singular point in time, because you can't look into somebody's head.",30,G,Explains legal limitations of the plea.
DJ_2442_insanity-plea_pro.trs.txt,So it's difficult to actually get evidence on these things so it becomes highly speculative and a very problematic way to actually enact justice.,31,W/Q,Suggests practical issues with applying the plea.
DJ_2442_insanity-plea_pro.trs.txt,So for all of those reasons we should abandon the insanity plea.,32,C,Final restatement of the position based on argument.
DJ_2449_organ-donation_pro.trs.txt,Organ donation should be mandatory because it saves lives.,1,G,States the central position of the argument.
DJ_2449_organ-donation_pro.trs.txt,Let's start by talking about what we're going to do as far as the actual enforcement of mandatory organ donation.,2,OTH,Discourse/transitional marker.
DJ_2449_organ-donation_pro.trs.txt,"First, as far as live organ donation is concerned, you're going to be automatically enrolled in it as soon as you try to get a driver's license or register to vote or any other kind of service like that.",3,W/Q,Clarifies scope; not an argument component.
DJ_2449_organ-donation_pro.trs.txt,"You're automatically going to be registered in a live in an organ donation and if you refuse to do so, once a doctor tries to call you about an organ donation, then you can be prosecuted under that, criminally.",4,W/Q,States a proposed procedural change.
DJ_2449_organ-donation_pro.trs.txt,"And secondarily, everyone upon death is going to be - if they want their will to be enforced to any capacity - it's gonna to be required that you're going to be a organ donor upon death.",5,G,Continues procedural explanation of the proposal.
DJ_2449_organ-donation_pro.trs.txt,So now let's talk about why such requirements is necessary.,6,W/Q,Transition to justification.
DJ_2449_organ-donation_pro.trs.txt,"First and foremost, in the status quo, organ donation system has failed and the reason that it's failed is the way in which it has failed is obvious.",7,W/Q,Introduces the problem in the current system.
DJ_2449_organ-donation_pro.trs.txt,"There's far too people in the system and it's incredibly difficult to find actual matches in order to get organ donations done, especially in emergency circumstances.",8,G,Describes facts that support inefficiency.
DJ_2449_organ-donation_pro.trs.txt,"The reason for it is simple: people are stupid and people think that when they give up one of their two kidneys, or something else like that, they're going to maybe possibly harm themselves, or people are lazy and they don't feel like it's worth the effort to do all these kinds of things.",9,W/Q,Offers a causal explanation for lack of registration.
DJ_2449_organ-donation_pro.trs.txt,Now the problem is is that these things don't aren't particularly important when you compare them to the actual emergencies that can be solved.,10,W/Q,Provides consequence of the problem.
DJ_2449_organ-donation_pro.trs.txt,"So, how do we think that we're actually going to be able to solve these things?",11,OTH,Rhetorical transition.
DJ_2449_organ-donation_pro.trs.txt,"First and foremost, when you require everyone to be as part of the system, you're just going to have more people in the system.",12,C,Introduces benefit of policy.
DJ_2449_organ-donation_pro.trs.txt,"This is incredibly important because there's a whole lot of people in various locations that get sick, and one of the problems that we see is that, even if a match does exist, there could be limited supplies of a certain kind of match or a certain kind of blood type, so you may not be able to access it right away.",13,G,Justifies why increased supply matters.
DJ_2449_organ-donation_pro.trs.txt,"a match may be far away, so there may be difficulties and transporting things, and all of that can lead to more complications and risk.",14,W/Q,Provides practical barrier to successful donation.
DJ_2449_organ-donation_pro.trs.txt,So all of those are always are problems that are going to be solved.,15,W/Q,Generalizes the issue of matching as a recurring challenge.
DJ_2449_organ-donation_pro.trs.txt,So basic point of this is that you're going to save lives and that the system is going to be better.,16,W/Q,Summarizes the core benefit.
DJ_2449_organ-donation_pro.trs.txt,"So, now that we've talked about that and about how this is obviously going to be better let's talk about possible ethical implications.",17,W/Q,Transitional sentence.
DJ_2449_organ-donation_pro.trs.txt,"I think as far as ethical implications are concerned, it's very clearly going to be positive.",18,C,Argues the moral defensibility of the policy.
DJ_2449_organ-donation_pro.trs.txt,And there's a few reasons for this: first and foremost because you're going to save lives.,19,G,Justifies claim by minimizing harm.
DJ_2449_organ-donation_pro.trs.txt,So I don't think that any harm actually realistically exists for most forms of organ donation.,20,W/Q,Directly asserts lack of harm.
DJ_2449_organ-donation_pro.trs.txt,You have two kidneys and if you give one up you're probably not going to have many problems.,21,W/Q,Gives a concrete example of minimal harm.
DJ_2449_organ-donation_pro.trs.txt,"if you're dead, then you're certainly not going to have any kind of horrible problems and I think that you can like any kind of argument you could possibly make - religious rights or whatever - even if you wanna take the strongest one, which is probably religious rights.",22,C,Reinforces claim about lack of harm post-death.
DJ_2449_organ-donation_pro.trs.txt,"quite simply, lives are more important.",23,OTH,Moral principle supporting the policy.
DJ_2449_organ-donation_pro.trs.txt,We don't let people practice religion in any kind of way.,24,OTH,Uses legal precedent to support principle.
DJ_2449_organ-donation_pro.trs.txt,"if it means that more people are going to die, and if you, practicing your religion in a certain way makes it more likely that someone's gonna die because they're not gonna be able to get an organ donation in emergency, then the state has every right to say this is what's best for the people and that what this is what's best for society overall.",25,G,Connects values to the proposed mandate.
DJ_2449_organ-donation_pro.trs.txt,But additionally I think that harms are quite rare anyway and they're very much unlikely.,26,C,Restates low-risk nature of donation.
DJ_2449_organ-donation_pro.trs.txt,"I think that in most cases this can be done safe, in fact it's oftentimes much safer under this system because it's going to be done in a much like broader sense and there's going to be less need to worry about things like travel between like the coordinations and things like that.",27,C,Moderates the claim with acknowledgment of exceptions.
DJ_2449_organ-donation_pro.trs.txt,"And finally, even in the most unlikely circumstances where there is some kind of harm, most likely these harms are gonna be minor like maybe a doctor boxes an organ donation or something like that.",28,W/Q,Continues cautious framing.
DJ_2449_organ-donation_pro.trs.txt,Then there's other ways that you can correct for this in these very select few cases.,29,C,Suggests remedies exist.
DJ_2449_organ-donation_pro.trs.txt,"Maybe you can have a tort lawsuit, you can sue someone for damages, any , pretty much every country in the world has provisions like this in the status quo, you don't have to you don't have to, you can just you don't have to change the entire system for these few isolated cases.",30,W/Q,Example of recourse.
DJ_2449_organ-donation_pro.trs.txt,So for all those reasons organ donation should be mandatory.,31,W/Q,Concluding restatement of the argument.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"Abolishing needle exchange programs is an absolutely horrible idea, it's not going to deter people from doing drugs like heroin, it's not going to cure addiction, it's not gonna deter anyone, all it's going to do is spread diseases more rapidly, which is bad, and be incredibly unsafe for incredibly vulnerable people, which is immoral and awful.",1,W/Q,States the speakers main position.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"So, that's why we should keep needle exchange programs.",2,C,Restates the central claim in affirmative form.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"First, why do I think that abolishing needle exchange programs solves absolutely nothing.",3,C,Rhetorical transition to argument.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"Like, there is no tangible good that can come out of it.",4,C,Asserts a negative evaluation of the policy change.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"And the reason for this is like the idea of it is like, when you give drug addicts needles to use, they're gonna use those things to do drugs.",5,W/Q,Informal justification of the opinion.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"So like by magic if you don't give them the needles, then they're not going to do drugs or they're gonna to do it less or something like that, which is like absolutely ridiculous.",6,W/Q,Sarcastically refutes the opposing belief.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"First and foremost on like like a logical level, and second on a like emotional understanding and like our scientific understanding even.",7,C,Logical critique of the opposition.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"So like, first on a logical understanding like, if people are, it's already like drugs like heroin which are predominantly what get used for these things, like, these drugs are already illegal in the status quo they're already somewhat difficult to access in the status quo, you already have to like do a lot to get these kinds of things and the like.",8,W/Q,Sets up reasoning about addiction behavior.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"If you're willing to like go out of your way, so like consistently acquire heroin and use heroin when you probably know that it's not all that safe or useful.",9,W/Q,Describes extreme behavior of drug addiction.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"I don't think that the absence of a clean needle is going to curtail you, especially given that there's going to clearly be a whole lot of people who, since they're addicted to drugs, are just going to rely on using old needles, using needles that they find lying around, using someone else's needle, all things that are gonna be like much, much more dangerous.",10,W/Q,Predicts ineffectiveness of banning clean needles.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,", I also think that this is going to like lead, like it leads to, like it's a very naive way to actually look at addiction because people don't, people keep using drugs not because they maybe think that it's like affirmatively good, but because like they feel like they have to because they don't know what they could maybe do without it or things like that.",11,G,Predicts harmful consequences for drug users.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,I think that the most important thing that we should be doing is emphasizing a willingness of people getting treatment.,12,C,Advocates for humane treatment of addicts.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"So if you wanna make sure that people are more willing to actually get treatment for drug addiction, how about, instead of keep making it more and more difficult, keep shaming them or like by like getting rid of their support services?",13,OTH,Sets up ethical imperative.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,how about you try like bring them in more?,14,OTH,Suggests an alternative supportive approach.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,how about you try to actually help them a whole lot more?,15,OTH,Continues proposing a constructive alternative.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"give them these needles and when they come to get those needles, make sure you're asking them: do you want help?",16,OTH,Describes mechanism of engaging users via needle exchange.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"make sure that they are aware of resources, that they can have access to all these other kinds of things, and that's like a whole lot better way of actually decreasing stigma associated with drugs.",17,W/Q,Describes additional benefit of outreach.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"But, let's talk about like the safety concerns associated with needle exchange programs.",18,W/Q,Signals transition in argument.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,First for drug users and second for society more broadly.,19,W/Q,Clarifies the structure of next points.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"So, like I said, people are still going to do heroin anyway or other kinds of drugs anyway with dirty or less safe needles.",20,W/Q,Restates inevitability of drug use.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"This does lead to things like HIV and AIDS getting transmitted, it leads to other diseases as well, being more likely to get transmitted.",21,W/Q,Explains health consequence of unsafe injection.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"That's bad because it means that more people are going to get sick and die, but it also means that like there's more of a general prevalence of these diseases.",22,G,Explains why disease spread is a concern.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"Like you don't want to have, like higher like even if it's like because, like drug addicts aren't just like there's a warded off segment of the population, like they have sex with people who don't do drugs, maybe, or like even if that's not like these things like can spread by other means.",23,G,Emphasizes undesirability of public health decline.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"like like if you get HIV or aids, if, like you bleed on to someone and like it can get into contact with someone else, or like saliva, even in some other kinds of diseases.",24,W/Q,Specifies potential diseases.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"so it's like this is like diseases can spread and you don't want to just like let people die of these diseases, because that has a really wide social impact.",25,G,Explains community risk from infections.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"So, clearly you want to make sure that you like keep maintaining public health.",26,W/Q,States normative goal.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"There's a reason why international health organizations maintain these things, also, these things are literally like like these things are like pennies out of national budget, it's like, these things probably cost like point one percent of a national budget.",27,W/Q,Uses expert authority to support position.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"These things aren't actually all that meaningful as far as like like the money is concerned, but they are really meaningful on the individual level.",28,C,Counters misconception about needle programs promoting drug use.
DJ_2458_needle-exchange_con_JL_implicit.trs.txt,"So for all those reasons, don't abolish needle exchange programs.",29,W/Q,Final restatement of central position.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,International volunteering brings more good than harm for two big reasons.,1,W/Q,Central assertion of the speakers position.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,"First, because I think that international volunteering helps create a sense of awareness and understanding of the culture, and when you bring this back to your home country, this results in you being better able to connect and better able to represent them from a policy perspective.",2,C,Introduces the first specific benefit.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,"and secondarily, I think that international volunteering, just like straight up, helps people straight up, makes people's lives better, and that's good.",3,C,Introduces another positive outcome.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,"So, let's start by talking about this awareness and policy point.",4,W/Q,"Discourse transition, not an argument."
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,"Keep in mind that when you go to a place to internationally volunteer- like, let's say, like you go to like uganda or southeast asia or something like that you're, you're going to necessarily become immersed in that area's language, that area's culture, that area's food, what their religious norms may be, what their social norms or values may be.",5,W/Q,Sets the context for the upcoming benefit.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,you're going to like learn a whole lot about these people.,6,C,Posits the learning outcome as a benefit.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,", you're also going to understand the concerns that they have, the day to day worries they have because you're going to truly live amongst them.",7,G,Adds to the awareness-building benefit.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,And this is important because this puts like a real human face on these people.,8,G,Justifies why awareness is impactful.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,"It makes sure that in the most intimate way, you actually try to like at least as best as you can as an outsider, understand what some people are going through.",9,W/Q,Reinforces emotional connection as valuable.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,"And, that's really important because, when you see , when you see policy makings happen that affect a whole lot of people in the international community that are the beneficiaries of volunteering, it oftentimes come with like a gross disregard for how other people are actually going to think about that.",10,G,Links empathy to future prosocial behavior.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,"So when you bring this perspective back to your home country, when you bring back this like more intercultural understanding, you're going to be able to assess the way you choose to go into these policy field, which most people do after internationally volunteering- in some places a lot of these people do go into activism- you're going to have like a better.",11,W/Q,Describes the post-volunteering impact.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,you're going to have like a better capacity to actually inform policies and make better judgment calls.,12,C,Suggests domestic improvement via experience.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,"Second, I think that international volunteering is good because it just straight up helps people.",13,C,Begins second major justification.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,So like what's a concrete example of this?,14,OTH,Rhetorical question introducing evidence.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,A lot of people teach english and debate like british parliamentary debate in rwanda to people who wanna learn there or things like this.,15,G,Gives an example of service.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,Other people may do things like build houses in places or the like.,16,G,Additional example.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,"So these things are good because when you're helping people like international volunteers, they're not just like sitting around on their butts the whole time, they're either teaching people practical skills or teaching people english, they could be teaching people debate, they could be teaching people like any number of things.",17,G,Explains how the action benefits others.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,"And these are like skills that can actually help people in their lives, that could like make make their entire lives better or international volunteers are providing like tangible goods to people like, they can help build shelters they can help like, distribute food to people all of these things are like really really good.",18,C,Suggests mutual benefit for volunteers.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,"They change people's lives for the better , and I think that they do so with like minimal cost to other people.",19,C,Reaffirms the value of services provided.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,I think they do so with like a very minimal cost.,20,C,Softens the claim by addressing cost-effectiveness.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,"Like, if people are willing to devote themselves and devote their time to doing that, and clearly these are things that like people want, like, people won't go there to volunteer unless there is some kind of like way in which they're benefiting from it.",21,W/Q,Appeals to volunteer willingness as moral good.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,"Like, people want to maybe like teach english in like a poor part of the world to help people engage in a global economy and clearly people in these cut parts of the world want that.",22,G,Points out actual volunteer preferences.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,Clearly people would want things like building shelters or the like things like that.,23,G,Asserts local demand for services.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,", but finally I think that all of these things oftentimes happen at much cheaper rates and that's important because when you're talking about like pretty poor parts of the world, they may not be able to afford to bring in professional teachers, they may not be able to afford to bring in as many professional contractors, professional workers or construction laborers and things like that.",24,C,Summary claim of overall benefit.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,"And, if you can't afford it, I mean it's not gonna get done, but it's these are very important things we're talking about.",25,W/Q,Adds a limitation to access.
DJ_2459_international-volunteering_con_JL_implicit.trs.txt,"So for all those reasons, international volunteering brings more good than harm.",26,W/Q,Final restatement of the thesis.
DJ_2460_renewable-energy_pro.trs.txt,We should subsidize renewable energy and we should subsidize renewable energy because renewable energy is just an incredibly good thing for many reasons.,1,C,Main thesis advocating policy support.
DJ_2460_renewable-energy_pro.trs.txt,And subsidies are a good way to effectively get more of that good thing.,2,W/Q,Explains how to achieve the stated goal.
DJ_2460_renewable-energy_pro.trs.txt,So first why is renewable energy a good thing?,3,OTH,"Transition question, not an argument."
DJ_2460_renewable-energy_pro.trs.txt,The biggest reason is climate change.,4,W/Q,States primary justification.
